Id,FacilityPoints,XX,YY
100,100,613202.687189,1189770.39257
102,102,613221.483271,1189776.94479
106,106,613257.864154,1189793.57102
111,111,613303.340258,1189814.3538
115,115,613339.721141,1189830.98002
119,119,613376.102024,1189847.60625
